薬局等番号,都道府県,薬局等名称,住所,電話番号,販売可能薬剤師数_女性,販売可能薬剤師数_男性,販売可能薬剤師数_答えたくない,HP,開局時間,時間外対応の有無,時間外の電話番号,プライバシー確保策,事前連絡,備考,削除日,開局等時間,時間外対応,事前電話連絡,電話番号_数字,時間外の電話番号_数字,住所_正規化,住所_都道府県除く,市区町村_推定,住所_残り,時間外対応_有無,事前電話連絡_要否,データ時点,データ出典_URL,データファイル_URL
8093,福井県,南山堂薬局さばえ旭店,福井県鯖江市旭町3‐6‐1,0778425760,2,1,0,,月～金：9:00‐18:00、土：9:00‐13:00,有,0778-42-5760,衝立,要,,,月～金：9:00‐18:00、土：9:00‐13:00,有,要,0778425760,0778425760,福井県鯖江市旭町3-6-1,鯖江市旭町3-6-1,鯖江市,旭町3-6-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
8094,福井県,さくら薬局越前大野店,福井県大野市春日１丁目１１番１３号,0779645161,1,1,0,https://www.kraft-net.co.jp/sakura/store/3544/,月〜金:9:00-18:00、土:9:00-13:00,,,衝立,要,,,月〜金:9:00-18:00、土:9:00-13:00,,要,0779645161,,福井県大野市春日1丁目11番13号,大野市春日1丁目11番13号,大野市,春日1丁目11番13号,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
8566,福井県,日本調剤月見薬局,福井県福井市月見2丁目3-11,0776501572,2,0,0,,月～金：8時30分～18時,,,衝立,要,,,月～金：8時30分～18時,,要,0776501572,,福井県福井市月見2丁目3-11,福井市月見2丁目3-11,福井市,月見2丁目3-11,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
8764,福井県,すみれ薬局,福井県越前市東千福町23-17,0778428033,3,0,0,https://botanical-pharmacy.com/,月火水金：9:00～18:30、木9:00～17:00、土：9:00～13:00,有,0778-42-8033,衝立,要,,,月火水金：9:00～18:30、木9:00～17:00、土：9:00～13:00,有,要,0778428033,0778428033,福井県越前市東千福町23-17,越前市東千福町23-17,越前市,東千福町23-17,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
8799,福井県,クオール薬局おおい店,福井県大飯郡おおい町本郷92-53-4,0770771389,0,1,0,https://store.qol-net.co.jp/detail/353/,月～金：8：30-17：00、土：8：30-13：00,有,080-8754-5715,衝立；他者のいない時間対応,要,,,月～金：8：30-17：00、土：8：30-13：00,有,要,0770771389,08087545715,福井県大飯郡おおい町本郷92-53-4,大飯郡おおい町本郷92-53-4,大飯郡おおい町,本郷92-53-4,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
8829,福井県,なゆた薬局かすみ店,福井県坂井市丸岡町霞町1丁目50番地2,0776668915,1,0,0,,月～金：8：30－18：00、土：8：30-12：00,有,0776-66-8915,他者のいない時間対応,要,,,月～金：8：30－18：00、土：8：30-12：00,有,要,0776668915,0776668915,福井県坂井市丸岡町霞町1丁目50番地2,坂井市丸岡町霞町1丁目50番地2,坂井市,丸岡町霞町1丁目50番地2,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
8929,福井県,そうごう薬局福井若杉浜店,福井県福井市若杉浜一丁目７０６ー２,0776430791,0,1,0,https://shop.sogo-pharmacy.jp/detail/798/,月火木金:9:00-18:30、水:9:00-17:00、土:9:00-13:00,有,0776-43-0791,衝立,要,,,月火木金:9:00-18:30、水:9:00-17:00、土:9:00-13:00,有,要,0776430791,0776430791,福井県福井市若杉浜一丁目706-2,福井市若杉浜一丁目706-2,福井市,若杉浜一丁目706-2,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
8936,福井県,そうごう薬局越前店,福井県福井県越前市今宿町２丁目３番１１号,0778210601,0,1,0,,月～金：9:00-17:30、土：9:00-13:00,有,0778-21-0601,衝立,要,,,月～金：9:00-17:30、土：9:00-13:00,有,要,0778210601,0778210601,福井県福井県越前市今宿町2丁目3番11号,福井県越前市今宿町2丁目3番11号,福井県越前市,今宿町2丁目3番11号,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
8990,福井県,共創未来新田塚薬局,福井県福井市新田塚町721,0776979081,1,0,0,https://phmirai.co.jp,月火木金：8：00～18：00水：8：00～16：00土：8：00～12：30,,,他者のいない時間対応,要,,,月火木金：8：00～18：00水：8：00～16：00土：8：00～12：30,,要,0776979081,,福井県福井市新田塚町721,福井市新田塚町721,福井市,新田塚町721,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9368,福井県,ツルガ薬局市野々店,福井県敦賀市市野々町１丁目８０８,0770250708,1,3,0,,月火水木金土9：00～20：00,,,他者と十分な距離の確保；個室,要,,,月火水木金土9：00～20：00,,要,0770250708,,福井県敦賀市市野々町1丁目808,敦賀市市野々町1丁目808,敦賀市,市野々町1丁目808,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9532,福井県,スギ薬局福井田原町店,福井県福井市文京二丁目2番3号,0776439366,1,6,0,,月～土：9:00-22:00、日・祝日：9:00～15:00、16:00～22:00,,,衝立,,,,月～土：9:00-22:00、日・祝日：9:00～15:00、16:00～22:00,,,0776439366,,福井県福井市文京二丁目2番3号,福井市文京二丁目2番3号,福井市,文京二丁目2番3号,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9683,福井県,日本調剤小浜薬局,福井県小浜市大手町2-11,0770528351,2,1,0,,月〜金:9:00-19:00、土:9:00〜13:00,,,衝立,,,,月〜金:9:00-19:00、土:9:00〜13:00,,,0770528351,,福井県小浜市大手町2-11,小浜市大手町2-11,小浜市,大手町2-11,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
9907,福井県,株式会社オカダ薬局,福井県福井市豊島2-8-3,0776214800,1,1,0,https://okadapharmacy.jp,月～土：9:00-19:00、祝祭日：10:00-18:00,有,070-4475-4753,個室；衝立,要,,,月～土：9:00-19:00、祝祭日：10:00-18:00,有,要,0776214800,07044754753,福井県福井市豊島2-8-3,福井市豊島2-8-3,福井市,豊島2-8-3,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
10119,福井県,ウエルシア薬局鯖江鳥羽店,福井県鯖江市鳥羽3-903,0778543115,1,0,0,,月〜金：9:00-14:00/15:00-18:30、土：9:00-13:00,有,0778-54-3115,衝立,,,,月〜金：9:00-14:00/15:00-18:30、土：9:00-13:00,有,,0778543115,0778543115,福井県鯖江市鳥羽3-903,鯖江市鳥羽3-903,鯖江市,鳥羽3-903,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
11466,福井県,スギ薬局敦賀櫛林店,福井県敦賀市櫛林９号９番地の１,07015799864,1,3,0,https://www.sugi-net.jp/stores/001189,月～金：9:00-19:00、土：9:00-17:00,有,0770-47-5230,衝立,要,,,月～金：9:00-19:00、土：9:00-17:00,有,要,07015799864,0770475230,福井県敦賀市櫛林9号9番地の1,敦賀市櫛林9号9番地の1,敦賀市,櫛林9号9番地の1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
11642,福井県,株式会社ツルガ薬局松原店,福井県敦賀市松島町29-16,0770228515,0,1,0,https://tsurugayakkyoku.com/,月～土：9:30-19:00,,,衝立,要,,,月～土：9:30-19:00,,要,0770228515,,福井県敦賀市松島町29-16,敦賀市松島町29-16,敦賀市,松島町29-16,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
11643,福井県,スギ薬局敦賀櫛林店,,,0,0,0,,,,,,,１１４６６へ統合,2026/4/23,,,,,,,,,,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
11656,福井県,日本調剤みのり薬局,福井県福井市みのり3－10－2,0776501013,1,1,0,https://www.nicho.co.jp/tenpo/minori/,月～金：8：30ー17：30,有,070－2658-6271,衝立,,,,月～金：8：30ー17：30,有,,0776501013,07026586271,福井県福井市みのり3-10-2,福井市みのり3-10-2,福井市,みのり3-10-2,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
11657,福井県,フラワー薬局三国店,福井県坂井市三国町中央1-1-20,0776828193,1,0,0,https://www.m-ikkou.co.jp/business/pharmacy/howabout.html,月～金：8：30-18：00、土：8：30-13：00,有,0776-82-8193,パーテーション,要,,,月～金：8：30-18：00、土：8：30-13：00,有,要,0776828193,0776828193,福井県坂井市三国町中央1-1-20,坂井市三国町中央1-1-20,坂井市,三国町中央1-1-20,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
11658,福井県,株式会社クララ調剤薬局住吉店,福井県越前市住吉町9-19,0778230012,0,1,0,https://https:appli.e-classa.net/kurarasumiyoshi/index.html,月～金：9:00-18:00、土：9:00-12:30,有,0778-23-0012,衝立,要,,,月～金：9:00-18:00、土：9:00-12:30,有,要,0778230012,0778230012,福井県越前市住吉町9-19,越前市住吉町9-19,越前市,住吉町9-19,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
11762,福井県,スギ薬局福井田原町店,福井県福井市文京２丁目２－３,08049109864,0,1,0,https://www.sugi-net.jp/,月～土：9:00-22:00、日祝：9:00-15:0016:00-22:00,有,0776-43-9366,衝立,要,,,月～土：9:00-22:00、日祝：9:00-15:0016:00-22:00,有,要,08049109864,0776439366,福井県福井市文京2丁目2-3,福井市文京2丁目2-3,福井市,文京2丁目2-3,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12977,福井県,クオール薬局敦賀店,福井県敦賀市御名53-14-8,0770201189,1,1,0,,月・火・水・金・土：8:30‐19:00、木：9:00-17:00,有,080-8754-5716,衝立；他者のいない時間対応,要,,,月・火・水・金・土：8:30‐19:00、木：9:00-17:00,有,要,0770201189,08087545716,福井県敦賀市御名53-14-8,敦賀市御名53-14-8,敦賀市,御名53-14-8,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12978,福井県,有限会社山下薬局,福井県小浜市駅前町6-27,0770520048,0,1,0,https://yyy-m.jp/,月～金：9:00-19:00、土：9:00-17:00,有,0770-52-0048,衝立,,,,月～金：9:00-19:00、土：9:00-17:00,有,,0770520048,0770520048,福井県小浜市駅前町6-27,小浜市駅前町6-27,小浜市,駅前町6-27,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
12982,福井県,共創未来丹南薬局,福井県鯖江市三六町1-1-27,0778519525,2,0,0,,月～金：8：30～17：30、第1・3・5土：8：30～12：30、第2・4土：8：30～13：30,有,080-8764-9599,衝立；他者のいない時間対応,要,,,月～金：8：30～17：30、第1・3・5土：8：30～12：30、第2・4土：8：30～13：30,有,要,0778519525,08087649599,福井県鯖江市三六町1-1-27,鯖江市三六町1-1-27,鯖江市,三六町1-1-27,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
13955,福井県,なの花薬局若狭市場店,福井県三方上中郡若狭町市場１９－２－１,0770622250,0,1,0,https://www.nanohana-ph.jp/,月・木：9：00-18：45、火・水・金：9：00-18：00、土：9：00-12：30,有,0770622250,スタッフ休憩室；他者のいない時間対応；,要,,,月・木：9：00-18：45、火・水・金：9：00-18：00、土：9：00-12：30,有,要,0770622250,0770622250,福井県三方上中郡若狭町市場19-2-1,三方上中郡若狭町市場19-2-1,三方上中郡若狭町市,場19-2-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
13966,福井県,ハート調剤薬局平井店,福井県鯖江市平井町31-6-1,0778627355,1,2,0,,月～水・金：9:00-18:00、木：9:00-17:00、土：9:00-13:00,有,0778627355,衝立；他者のいない時間対応；,要,,,月～水・金：9:00-18:00、木：9:00-17:00、土：9:00-13:00,有,要,0778627355,0778627355,福井県鯖江市平井町31-6-1,鯖江市平井町31-6-1,鯖江市,平井町31-6-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
14409,福井県,ハート調剤薬局今庄店,福井県南条郡南越前町今庄84-28-6,0778452655,0,1,0,https://store.qol-net.co.jp/detail/1073/,月〜水・金9:00〜18:00木9:00〜17:00土9:00〜13:00日・祝定休日,有,0778-45-2655,衝立；他者のいない時間対応,要,,,月〜水・金9:00〜18:00木9:00〜17:00土9:00〜13:00日・祝定休日,有,要,0778452655,0778452655,福井県南条郡南越前町今庄84-28-6,南条郡南越前町今庄84-28-6,南条郡南越前町,今庄84-28-6,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
14886,福井県,なの花薬局井ノ口店,福井県三方上中郡若狭町井ノ口29-33,0770622670,2,1,1,https://www.nanohana-ph.jp/shop/tokai-hokuriku/fukui/mikatakaminaka/inoguchi.php,月火水金：8:30-18:30、木：8:30-16:30、土：8:30-13:00,有,0770622670,衝立；,要,,,月火水金：8:30-18:30、木：8:30-16:30、土：8:30-13:00,有,要,0770622670,0770622670,福井県三方上中郡若狭町井ノ口29-33,三方上中郡若狭町井ノ口29-33,三方上中郡若狭町,井ノ口29-33,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
14894,福井県,たんぽぽ薬局福井日赤店,福井県福井市月見２丁目３番３号,0776433121,1,1,0,https://www.tanpopo-ph.co.jp/store/fukuiniseki/,月～金：8：30～17：30,有,0776-43-3121,衝立；他者のいない時間対応；他者と十分な距離の確保；パーテーション；,要,,,月～金：8：30～17：30,有,要,0776433121,0776433121,福井県福井市月見2丁目3番3号,福井市月見2丁目3番3号,福井市,月見2丁目3番3号,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
14895,福井県,文京らいふ薬局,福井県福井市文京７-１０-５,0776503947,0,2,0,,月・火・木・金：9:00-18:30、水・土：9:00-13:00,有,0776503947,他者と十分な距離の確保；パーテーション；他者のいない時間対応；,要,,,月・火・木・金：9:00-18:30、水・土：9:00-13:00,有,要,0776503947,0776503947,福井県福井市文京7-10-5,福井市文京7-10-5,福井市,文京7-10-5,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
14896,福井県,丸岡らいふ薬局,坂井市丸岡町猪爪２丁目２０８,0776976520,1,0,0,https://hokuriku-qol.jp/,月～水・金：9:00-18:00、木・土：9:00-13:00,有,0776976520,パーテーション；,要,,,月～水・金：9:00-18:00、木・土：9:00-13:00,有,要,0776976520,0776976520,坂井市丸岡町猪爪2丁目208,坂井市丸岡町猪爪2丁目208,坂井市,丸岡町猪爪2丁目208,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
15722,福井県,木田らいふ薬局,福井県福井市木田３－２４０２,0776351489,1,0,0,http://www.life-jp.com/,月・火・木：9：00-18：00、水・金：9：00-19：00、土：9：00-14：00,有,0776351489,衝立；,要,,,月・火・木：9：00-18：00、水・金：9：00-19：00、土：9：00-14：00,有,要,0776351489,0776351489,福井県福井市木田3-2402,福井市木田3-2402,福井市,木田3-2402,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
15723,福井県,そうごう薬局福井社店,福井県福井市加茂河原3-2-16,0776351501,0,2,0,https://shop.sogo-pharmacy.jp/detail/435/,月火木金：8:30-19:00、水：8:30-17:30、土：8:30-17:00,,,衝立；他者のいない時間対応；,要,,,月火木金：8:30-19:00、水：8:30-17:30、土：8:30-17:00,,要,0776351501,,福井県福井市加茂河原3-2-16,福井市加茂河原3-2-16,福井市,加茂河原3-2-16,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
15724,福井県,クオール薬局新保店,福井県福井市新保2丁目402,0776439289,0,4,0,https://store.qol-net.co.jp/detail/1051/,月・火・水・金：9:00～19:00、木・土・日・祝：9:00～17:00,有,07026342088,個室；ドライブスルー；,,,,月・火・水・金：9:00～19:00、木・土・日・祝：9:00～17:00,有,,0776439289,07026342088,福井県福井市新保2丁目402,福井市新保2丁目402,福井市,新保2丁目402,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
15725,福井県,日之出らいふ薬局,福井県福井市日之出4-11-19,0776891614,0,1,0,https://store.qol-net.co.jp/detail/1156/,月火水金：9:00-18:00、木：9:00-17:00、土：9:00-13:00,有,0776891614,スタッフ休憩室；パーテーション；,要,,,月火水金：9:00-18:00、木：9:00-17:00、土：9:00-13:00,有,要,0776891614,0776891614,福井県福井市日之出4-11-19,福井市日之出4-11-19,福井市,日之出4-11-19,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
15726,福井県,ドレミらいふ薬局,福井県越前市帆山町9-22-4,0778215577,0,1,0,,月・火・木：9:00-18:00、水・金9:00-13:00、土0:00-17:00,有,0778215577,他者のいない時間対応；スタッフ休憩室；,,,,月・火・木：9:00-18:00、水・金9:00-13:00、土0:00-17:00,有,,0778215577,0778215577,福井県越前市帆山町9-22-4,越前市帆山町9-22-4,越前市,帆山町9-22-4,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
15727,福井県,五番イマムラ薬局,福井県大野市明倫町11-5,0779652780,1,0,0,,月～金：8：30～18：30、土：8：30～15：00,有,0779-65-2780,衝立；,要,,,月～金：8：30～18：30、土：8：30～15：00,有,要,0779652780,0779652780,福井県大野市明倫町11-5,大野市明倫町11-5,大野市,明倫町11-5,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
16205,福井県,羽水らいふ薬局,福井県福井市木田3丁目2803番地,0776353550,1,0,0,,月火木金：8:30-18:30、水：9:00-17:00、土：8:30-13:00,有,0776353550,衝立；,要,2026/9/3掲載,,月火木金：8:30-18:30、水：9:00-17:00、土：8:30-13:00,有,要,0776353550,0776353550,福井県福井市木田3丁目2803番地,福井市木田3丁目2803番地,福井市,木田3丁目2803番地,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
16206,福井県,酒井薬局,福井県坂井市春江町江留下宇和江３０,0776513862,0,1,0,https://www.kanpou-sakai.com,"月・火・水・金：9:00-18:00,木・土：9:00-17:00",,,パーテーション；,要,,,"月・火・水・金：9:00-18:00,木・土：9:00-17:00",,要,0776513862,,福井県坂井市春江町江留下宇和江30,坂井市春江町江留下宇和江30,坂井市,春江町江留下宇和江30,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
16643,福井県,森田らいふ薬局,福井県福井市石盛町1-1812-1,0776567017,1,0,0,,月、火、木、金：9：00～18：00、土：9：00～17：00,有,0776567017,パーテーション；,,,,月、火、木、金：9：00～18：00、土：9：00～17：00,有,,0776567017,0776567017,福井県福井市石盛町1-1812-1,福井市石盛町1-1812-1,福井市,石盛町1-1812-1,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
16644,福井県,石田らいふ薬局,福井県鯖江市石田上町１３字神社前６－３,0778523970,1,0,0,,月～水、金：9:00-18:00、木9:00-17:00、土9:00-13:00,,,衝立；他者のいない時間対応；,要,,,月～水、金：9:00-18:00、木9:00-17:00、土9:00-13:00,,要,0778523970,,福井県鯖江市石田上町13字神社前6-3,鯖江市石田上町13字神社前6-3,鯖江市,石田上町13字神社前6-3,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
16645,福井県,鯖江らいふ薬局,福井県鯖江市本町４丁目１－２５,0778548611,0,1,0,https://hokuriku-qol.jp/,月～金：9:00-18:00、土：9:00-13:00,有,0778548611,パーテーション；,要,,,月～金：9:00-18:00、土：9:00-13:00,有,要,0778548611,0778548611,福井県鯖江市本町4丁目1-25,鯖江市本町4丁目1-25,鯖江市,本町4丁目1-25,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
16874,福井県,クオール薬局大東店,福井県福井市大東１－５－１,0776526366,0,2,0,https://store.qol-net.co.jp/detail/231/,月火木金：09:00-18:30、水：09：00-17：00、土：09:00-13:30,有,0776-52-6366,衝立,,,,月火木金：09:00-18:30、水：09：00-17：00、土：09:00-13:30,有,,0776526366,0776526366,福井県福井市大東1-5-1,福井市大東1-5-1,福井市,大東1-5-1,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
17601,福井県,Ｖ・ｄｒｕｇ福井松本薬局,福井県福井市松本2丁目３－１２,0776374301,1,0,0,https://store.vdrug.co.jp/detail/30206/,月火水金：8:30-13:00、14:00-19:00、木土：8:30-12:30（日曜祝日は閉局）,有,07032789068,他者のいない時間対応;ドライブスルー;,要,2026/9/3掲載,,月火水金：8:30-13:00、14:00-19:00、木土：8:30-12:30（日曜祝日は閉局）,有,要,0776374301,07032789068,福井県福井市松本2丁目3-12,福井市松本2丁目3-12,福井市,松本2丁目3-12,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
17602,福井県,Ｖ・ｄｒｕｇ福井文京六丁目薬局,福井県福井市文京六丁目34番8号,0776500586,2,0,0,https://store.vdrug.co.jp/detail/30232/,月～水、金：8:30-13:30、14:30-18:00木、土：8:30-13:30,有,07014458416,パーテーション;他者と十分な距離の確保;,要,2026/9/3掲載,,月～水、金：8:30-13:30、14:30-18:00木、土：8:30-13:30,有,要,0776500586,07014458416,福井県福井市文京六丁目34番8号,福井市文京六丁目34番8号,福井市,文京六丁目34番8号,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
17790,福井県,Ｖ・ｄｒｕｇ福井南四ツ居薬局,福井県福井市南四ツ居1丁目10番36号,0776593504,2,0,0,,月～水、金：8:30-13:00、14:00-18:30木、土：8:30-13:00,有,08037085253,パーテーション;スタッフ休憩室;他者と十分な距離の確保;,要,2026/9/3掲載,,月～水、金：8:30-13:00、14:00-18:30木、土：8:30-13:00,有,要,0776593504,08037085253,福井県福井市南四ツ居1丁目10番36号,福井市南四ツ居1丁目10番36号,福井市,南四ツ居1丁目10番36号,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
17791,福井県,Ｖ・ｄｒｕｇ鯖江長泉寺薬局,福井県鯖江市長泉寺町４－１０－１１,0778435731,1,1,0,https://store.vdrug.co.jp/detail/30204/,"火～金：8:30-13:00,14:00-18:30、月・土：8:30-12:30",有,08094435549,パーテーション;スタッフ休憩室;,要,,,"火～金：8:30-13:00,14:00-18:30、月・土：8:30-12:30",有,要,0778435731,08094435549,福井県鯖江市長泉寺町4-10-11,鯖江市長泉寺町4-10-11,鯖江市,長泉寺町4-10-11,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
17967,福井県,Ｖ・ｄｒｕｇ福井空港前薬局,福井県坂井市春江町藤鷲塚40-24,0776587095,2,1,0,,月～金：9:00-17:00、土:9:00-14:00,,,衝立;,要,2026/9/3掲載,,月～金：9:00-17:00、土:9:00-14:00,,要,0776587095,,福井県坂井市春江町藤鷲塚40-24,坂井市春江町藤鷲塚40-24,坂井市,春江町藤鷲塚40-24,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
19261,福井県,スギ薬局敦賀病院前店,福井県敦賀市結城町１７－１３,0770475394,0,3,0,,月～金：9:00-18:00、土日祝休み,,,衝立;,要,2026/9/3掲載,,月～金：9:00-18:00、土日祝休み,,要,0770475394,,福井県敦賀市結城町17-13,敦賀市結城町17-13,敦賀市,結城町17-13,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
19275,福井県,スギ薬局福井インター店,福井県福井市和田中3丁目122番地,0776373831,1,0,0,https://www.sugi-net.jp,月～金：9:00-18:00,,,パーテーション;,要,2026/9/3掲載,,月～金：9:00-18:00,,要,0776373831,,福井県福井市和田中3丁目122番地,福井市和田中3丁目122番地,福井市,和田中3丁目122番地,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
